,timestamp,timestamp_str,fix_type,latitude,latitude_processed,longitude,longitude_processed,altitude,velocity,speed,acceleration_vector,acceleration_magnitude,horizontal_accuracy,vertical_accuracy,speed_accuracy
668,1731854833,Sun Nov 17 09:47:12 2024,4,40.44064695,,-79.94201852,,295.6124,"[-0.040688561345414466, -0.433698121390387]",0.9744151232,"[2.9203530902049444, -1.6940664327869484]",3.376140289,,,
669,1731854833,Sun Nov 17 09:47:13 2024,2,40.44064647,,-79.94201849,,295.5462,"[0.04864733246024365, -0.6451993057877711]",1.447366232,"[1.287589694125561, -11.730312400846701]",11.80076761,,,
670,1731854833,Sun Nov 17 09:47:13 2024,4,40.44064563,,-79.94201841,,295.4954,"[0.07804440109285848, -0.927854126435968]",2.082879577,"[-5.518671225875711, 29.89103308910316]",30.39621015,,,
671,1731854833,Sun Nov 17 09:47:13 2024,2,40.44064512,,-79.94201877,,295.4421,"[-0.7733812429278775, -1.334791300748461]",3.450821893,"[-438.4693250620943, -937.9323867613432]",1035.361054,,,
672,1731854833,Sun Nov 17 09:47:13 2024,2,40.44062611,,-79.94202944,,295.3735,"[-2.9423804653354213, -14.060342029047712]",32.13339845,"[6.6030716919165275, -35.69228299275791]",36.2979286,,,
673,1731854833,Sun Nov 17 09:47:13 2024,2,40.44061563,,-79.94203247,,295.3103,"[-1.7290443401311095, -5.082522093040176]",12.00916444,"[-5.450312575989333, 5.5670438664730915]",7.790884711,,,
674,1731854834,Sun Nov 17 09:47:13 2024,2,40.44061138,,-79.94203452,,295.2253,"[-1.3131902666922928, -4.328492272354236]",10.1183502,"[3.5996788560397084, -14.979922830403167]",15.40635505,,,
675,1731854834,Sun Nov 17 09:47:13 2024,2,40.44060758,,-79.94203605,,295.1379,"[-1.2895543548845168, -3.311450631433247]",7.949359186,"[2.156520712605063, 28.71786641131846]",28.79872276,,,
676,1731854834,Sun Nov 17 09:47:13 2024,2,40.44060513,,-79.94203772,,295.052,"[-1.6776999671797443, -3.0024974768857198]",7.693781389,"[-20.321315451645663, -0.4866879495352953]",20.32714261,,,
677,1731854834,Sun Nov 17 09:47:13 2024,2,40.44060242,,-79.94204048,,294.9769,"[-2.5399958596675623, -3.099189426205721]",8.963543529,"[-1.4422847657660107, 8.12171888882479]",8.248787975,,,
678,1731854834,Sun Nov 17 09:47:13 2024,2,40.4405995,,-79.94204358,,294.9309,"[-2.6368645585550143, -4.00616006104178]",10.72852162,"[-10.601705968008414, -8.000543962356417]",13.28174963,,,
679,1731854834,Sun Nov 17 09:47:14 2024,1,40.44059576,,-79.94204696,,294.7461,"[-2.6440052249994657, -4.168354549027635]",11.04193467,"[64.27607232454267, 3.658127355706799]",64.38008519,,,
680,1731854834,Sun Nov 17 09:47:14 2024,1,40.44059205,,-79.94204882,,294.764,"[-2.497529003516154, -4.257238111899854]",11.04097939,"[-28.222790687804746, -49.1929130739168]",56.71391902,,,
681,1731854834,Sun Nov 17 09:47:14 2024,2,40.44058731,,-79.94205238,,294.6818,"[-2.4577039661840527, -4.895427613342629]",12.25333028,"[0.2230212960441884, 0.6921228836217419]",0.7271675079,,,
682,1731854834,Sun Nov 17 09:47:14 2024,2,40.44058301,,-79.94205521,,294.6068,"[-2.1398557372464766, -4.656082799234272]",11.46265238,"[-1.4332808018206191, -2.224549395053484]",2.646301923,,,
683,1731854834,Sun Nov 17 09:47:14 2024,2,40.44057895,,-79.94205767,,294.5502,"[-1.7455093254525371, -4.18822336045161]",10.14987808,"[0.5602668611039053, 1.0874081652201066]",1.223256095,,,
684,1731854835,Sun Nov 17 09:47:14 2024,2,40.44057523,,-79.94205976,,294.4596,"[-1.69365291340274, -4.119284232029979]",9.963023347,"[-0.4174317696798766, 0.5195109218921922]",0.6664389547,,,
685,1731854835,Sun Nov 17 09:47:14 2024,2,40.44057154,,-79.94206181,,294.3679,"[-1.6605466346604636, -4.134459306743878]",9.966590185,"[0.775428237328928, -0.710226131571445]",1.051527512,,,
686,1731854835,Sun Nov 17 09:47:14 2024,2,40.44056781,,-79.9420638,,294.2772,"[-1.6344408555675343, -4.193976668873654]",10.06890521,"[-0.9668345520743896, -1.8238298737708685]",2.064249127,,,
687,1731854835,Sun Nov 17 09:47:14 2024,4,40.44056402,,-79.94206576,,294.1855,"[-1.5340287042382528, -4.178372321102265]",9.956762535,"[3.9336269073681724, 0.2634334887830362]",3.942438059,,,
688,1731854835,Sun Nov 17 09:47:14 2024,4,40.44056028,,-79.9420675,,294.1405,"[-1.3911377310195603, -4.176971271252519]",9.84819888,"[0.006947622757749745, 0.4628454957158883]",0.462897637,,,
689,1731854835,Sun Nov 17 09:47:15 2024,4,40.44055653,,-79.9420692,,294.0935,"[-1.3913052214416437, -4.208687340744859]",9.915653607,"[-0.0367094691362023, -0.3339956277819086]",0.3360069412,,,
690,1731854835,Sun Nov 17 09:47:15 2024,4,40.44055275,,-79.9420709,,294.0411,"[-1.389976030399304, -4.218665460108708]",9.935917671,"[0.8033503139177105, -0.018688319491952588]",0.8035676575,,,
691,1731854835,Sun Nov 17 09:47:15 2024,4,40.44054896,,-79.94207257,,293.9889,"[-1.368395686575164, -4.220311978376652]",9.924420608,"[0.27148492576171745, -1.8266765075540237]",1.846740677,,,
692,1731854835,Sun Nov 17 09:47:15 2024,4,40.44054515,,-79.94207424,,293.9307,"[-1.3686304632172117, -4.21637832796721]",9.916212787,"[-2.635583006292278, 1.3764114201674864]",2.97334932,,,
693,1731854835,Sun Nov 17 09:47:15 2024,4,40.4405414,,-79.94207602,,293.8454,"[-1.5180279967959631, -4.168091256978587]",9.922871027,"[-1.6180231944454846, 3.985475141352335]",4.30139642,,,
694,1731854836,Sun Nov 17 09:47:15 2024,4,40.44053769,,-79.94207793,,293.7513,"[-1.597112827860687, -4.289157315987495]",10.23814105,"[0.029865247683976026, -2.136823465075346]",2.13703216,,,
695,1731854836,Sun Nov 17 09:47:15 2024,4,40.44053379,,-79.94207996,,293.6356,"[-1.8041321138799304, -4.350454846248075]",10.53531552,"[-5.20384764295545, -1.2257509774896254]",5.346259978,,,
696,1731854836,Sun Nov 17 09:47:15 2024,4,40.44052988,,-79.94208232,,293.5059,"[-1.9981963597497805, -4.31377548069788]",10.63461292,"[-0.060473323908498466, 9.295427335130244]",9.295624044,,,
697,1731854836,Sun Nov 17 09:47:15 2024,4,40.44052627,,-79.94208481,,293.3845,"[-2.1763863877455236, -3.961063705414706]",10.11003101,"[-9.326114499636855, 0.030820451271525908]",9.326165426,,,
698,1731854836,Sun Nov 17 09:47:15 2024,4,40.44052273,,-79.94208778,,293.2343,"[-2.5887299864670266, -3.9582047060669985]",10.57976315,"[-1.755237766747656, 0.4329374049893343]",1.807842475,,,
699,1731854836,Sun Nov 17 09:47:16 2024,2,40.44051919,,-79.94209104,,293.0684,"[-2.911313083072756, -3.9666200728336825]",11.00650226,"[-7.586642284191289, -9.278491483554472]",11.98530539,,,
700,1731854836,Sun Nov 17 09:47:16 2024,2,40.44051543,,-79.94209487,,292.8929,"[-3.385220397623552, -4.24047648281603]",12.1375904,"[-1.0559125368271438, -0.04085244978036329]",1.056702516,,,
701,1731854836,Sun Nov 17 09:47:16 2024,2,40.44051158,,-79.94209916,,292.722,"[-3.9406580737581076, -4.48844006002349]",13.36087253,"[-5.41712975221187, -20.953260992736006]",21.64219122,,,
702,1731854836,Sun Nov 17 09:47:16 2024,2,40.44050703,,-79.94210406,,292.5179,"[-4.121003247830025, -5.263069448562579]",14.9528033,"[-16.768220001604426, 8.759455441723164]",18.91827851,,,
703,1731854836,Sun Nov 17 09:47:16 2024,2,40.44050212,,-79.94210916,,292.2882,"[-3.6945490448666596, -6.431052976560047]",16.59078821,"[79.61354474638591, -6.228152838861147]",79.85678678,,,
704,1731854837,Sun Nov 17 09:47:16 2024,2,40.44049617,,-79.94211155,,292.0795,"[-2.445337575635275, -6.716604205136972]",15.98939069,"[0.6227865950871565, -0.20511644015055505]",0.6556949726,,,
705,1731854837,Sun Nov 17 09:47:16 2024,2,40.44049014,,-79.94211455,,291.8532,"[-2.545863007617763, -6.711698001007934]",16.05744718,"[0.56909810084731, 0.33616933617314054]",0.6609708549,,,
706,1731854837,Sun Nov 17 09:47:16 2024,2,40.44048414,,-79.94211769,,291.6047,"[-2.666118692465826, -6.679135635940354]",16.08713823,"[-2.43160844418378, 4.898833028574742]",5.469121014,,,
707,1731854837,Sun Nov 17 09:47:16 2024,4,40.44047833,,-79.94212106,,291.3127,"[-2.8890407353940373, -6.320343216772793]",15.54522372,"[-0.8754878133105294, 5.515937722358059]",5.584984142,,,
708,1731854837,Sun Nov 17 09:47:16 2024,4,40.44047279,,-79.94212459,,290.9989,"[-2.9359824491948947, -6.201110426369244]",15.34769003,"[-5.61718730300262, -10.033655256271206]",11.4990013,,,
709,1731854837,Sun Nov 17 09:47:17 2024,2,40.44046709,,-79.94212818,,290.6511,"[-2.7766386211243446, -6.2070725844048305]",15.210749,"[5.916537426069864, 229.52722036158218]",229.6034632,,,
710,1731854837,Sun Nov 17 09:47:17 2024,2,40.44046492,,-79.94213133,,290.4935,"[-2.6656772575509664, -6.3743708295193615]",15.45566388,"[0.49958485379960554, -15.363990384539177]",15.37211064,,,
711,1731854837,Sun Nov 17 09:47:17 2024,2,40.44045897,,-79.94213459,,290.1985,"[-2.7331984294623686, -6.379324033603799]",15.5247466,"[-4.385457115881872, 0.7935373311722862]",4.456673155,,,
712,1731854837,Sun Nov 17 09:47:17 2024,2,40.44045326,,-79.94213806,,289.8531,"[-2.9331889598189993, -6.404935732356569]",15.75838445,"[-2.0340554829452926, -1.7008192836700253]",2.651446387,,,
713,1731854837,Sun Nov 17 09:47:17 2024,2,40.44044748,,-79.94214166,,289.5073,"[-2.9558702550562885, -6.462409109629002]",15.89640138,"[2.6243462443721137, -23.993589546259017]",24.13668437,,,
714,1731854838,Sun Nov 17 09:47:17 2024,2,40.44044134,,-79.94214511,,289.1182,"[-2.744697666055318, -6.443739329041385]",15.66736015,"[32.72776972140229, 146.45915269762818]",150.0712841,,,
715,1731854838,Sun Nov 17 09:47:17 2024,2,40.44043795,,-79.94214778,,288.5867,"[-2.8181127138102253, -5.785898799998552]",14.39627503,"[-3.1802328726856928, -39.48608650356222]",39.61394841,,,
716,1731854838,Sun Nov 17 09:47:17 2024,2,40.44043223,,-79.94215134,,288.1432,"[-3.016536595506534, -5.616701798671997]",14.26155597,"[-5.790248851310207, 15.421565420458027]",16.47275514,,,
717,1731854838,Sun Nov 17 09:47:17 2024,4,40.44042734,,-79.94215502,,287.7453,"[-2.8608323549252193, -5.930642967718403]",14.729317,"[9.956935120768268, -0.2934438075536383]",9.961258267,,,
718,1731854838,Sun Nov 17 09:47:17 2024,4,40.44042199,,-79.94215824,,287.4948,"[-2.7552561435064544, -6.061232403087581]",14.89368967,"[0.5922712497380829, 0.4969600760657209]",0.7731458792,,,
719,1731854838,Sun Nov 17 09:47:18 2024,4,40.44041654,,-79.94216161,,287.2227,"[-2.871366469202072, -6.127181086053031]",15.13648716,"[-1.211025373613864, -1.5098844248870482]",1.935544738,,,
720,1731854838,Sun Nov 17 09:47:18 2024,4,40.44041103,,-79.94216512,,286.9376,"[-2.912335521162837, -6.152413701355878]",15.22660047,"[6.06293583424346, 5.26427644370059]",8.029433193,,,
721,1731854838,Sun Nov 17 09:47:18 2024,4,40.44040556,,-79.94216869,,286.6151,"[-3.3387925183154707, -6.255836281512009]",15.86223022,"[-13.058558285262817, -13.611197107147628]",18.86241319,,,
722,1731854838,Sun Nov 17 09:47:18 2024,4,40.44039962,,-79.94217309,,286.0759,"[-3.624785926728475, -6.748991699108249]",17.13673469,"[0.3103453277549862, -2.6700716909579723]",2.688047071,,,
723,1731854838,Sun Nov 17 09:47:18 2024,4,40.44039353,,-79.94217744,,285.4902,"[-3.6037250920382498, -6.771223898668388]",17.15837929,"[15.61946172344518, 6.921430380960755]",17.08431395,,,
724,1731854839,Sun Nov 17 09:47:18 2024,4,40.44038769,,-79.94218142,,284.9075,"[-3.464550425017792, -6.369070751034449]",16.21866099,"[-41.44736973681007, 61.2440638510085]",73.9507932,,,
725,1731854839,Sun Nov 17 09:47:18 2024,4,40.44038303,,-79.94218698,,284.4282,"[-4.9540940096068855, -6.011488669419948]",17.42529259,"[-157.31307748650667, -63.974286030772234]",169.8237723,,,
726,1731854839,Sun Nov 17 09:47:18 2024,2,40.44037652,,-79.9421952,,283.9023,"[-2.8909978541901524, -6.714184821542342]",16.35231527,"[235.39851133809833, 37.76256827264168]",238.4082018,,,
727,1731854839,Sun Nov 17 09:47:18 2024,2,40.44037185,,-79.94219318,,284.6378,"[-0.6417447003912093, -3.949313835008346]",8.950236726,"[2.734554428190581, 290.36190273819176]",290.3747791,,,
728,1731854839,Sun Nov 17 09:47:18 2024,2,40.44037207,,-79.94219415,,286.456,"[-1.3506080529196394, -5.8967006316465564]",13.53211696,"[2.777576055054203, -72.62833139644977]",72.68142438,,,
729,1731854839,Sun Nov 17 09:47:19 2024,2,40.44036563,,-79.94219604,,287.3557,"[-1.9816548471029758, -6.104884054497334]",14.35767317,"[-23.089602469493247, 8.829445192587274]",24.72021126,,,
730,1731854839,Sun Nov 17 09:47:19 2024,2,40.4403602,,-79.94219889,,287.6368,"[-1.909609655438521, -6.380680102682748]",14.89868021,"[6.074025806578723, -4.1580086519098005]",7.360898413,,,
731,1731854839,Sun Nov 17 09:47:19 2024,2,40.44035443,,-79.94220112,,288.0814,"[-1.930597726780799, -6.326416888430868]",14.7960691,"[-1.2726139093507929, -0.3900112127550157]",1.331035277,,,
732,1731854839,Sun Nov 17 09:47:19 2024,2,40.44034881,,-79.94220356,,288.437,"[-2.061955595836821, -6.100309972904435]",14.40445104,"[0.15149836232968994, 1.7745052153931873]",1.780960559,,,
733,1731854839,Sun Nov 17 09:47:19 2024,2,40.44034343,,-79.94220635,,288.6382,"[-2.762408855898257, -5.912028197503406]",14.5972681,"[-8.112298516949435, 0.11545872645724801]",8.113120112,,,
734,1731854840,Sun Nov 17 09:47:19 2024,2,40.44033814,,-79.94220987,,288.417,"[-2.8300006825756503, -5.89849572497799]",14.63461517,"[1.1303584524529033, 0.22868205747566386]",1.153258737,,,
735,1731854840,Sun Nov 17 09:47:19 2024,2,40.44033286,,-79.94221328,,288.21,"[-2.857277208110403, -5.881004823500768]",14.62590985,"[-0.8144218843535272, 3.593366632327172]",3.684503598,,,
736,1731854840,Sun Nov 17 09:47:19 2024,2,40.44032772,,-79.94221677,,287.9939,"[-2.908949614504139, -5.666969586962056]",14.24921773,"[-0.3153205862069809, 14.102893191507953]",14.10641781,,,
737,1731854840,Sun Nov 17 09:47:19 2024,2,40.44032282,,-79.94222035,,287.7643,"[-3.079840163468827, -5.780916738062069]",14.65225759,"[-2.691411527011886, -1.0581249398091293]",2.891941285,,,
738,1731854840,Sun Nov 17 09:47:19 2024,2,40.44031763,,-79.94222417,,287.5358,"[-3.225702099773209, -5.788031371773376]",14.82237431,"[-0.19783144376652767, -0.07199398291704509]",0.2105241405,,,
739,1731854840,Sun Nov 17 09:47:20 2024,2,40.44031246,,-79.94222808,,287.2964,"[-3.2730840992070696, -5.769098602511313]",14.83740918,"[-2.5723885127656256, 6.0998826911725486]",6.620102077,,,
740,1731854840,Sun Nov 17 09:47:20 2024,4,40.4403074,,-79.94223207,,287.0574,"[-3.280608835881081, -5.721870768293273]",14.75397918,"[4.196021167613535, -4.823132517831148]",6.392902387,,,
741,1731854840,Sun Nov 17 09:47:20 2024,2,40.44030221,,-79.94223593,,286.8252,"[-3.2600177926062606, -5.728958468572815]",14.7449009,"[-2.674158810532016, 2.088265677251237]",3.392930722,,,
742,1731854840,Sun Nov 17 09:47:20 2024,2,40.44029715,,-79.94223996,,286.5427,"[-3.4060537707003915, -5.596158651698635]",14.65461043,"[-3.116939249507753, 5.720607187974119]",6.514649406,,,
743,1731854840,Sun Nov 17 09:47:20 2024,2,40.44029225,,-79.94224422,,286.2757,"[-3.662484798089547, -5.563912908360255]",14.90056664,"[-6.838445635211743, -3.951338201759061]",7.897937217,,,
744,1731854841,Sun Nov 17 09:47:20 2024,2,40.44028707,,-79.94224894,,286.0525,"[-4.130796559882633, -6.061399022474347]",16.40820206,"[-16.38328814304205, -12.139268162040828]",20.39053609,,,
745,1731854841,Sun Nov 17 09:47:20 2024,2,40.44028144,,-79.94225417,,285.824,"[-4.01198576603895, -6.161288026982005]",16.44680477,"[6.362791713893595, 1.01534606473425]",6.443294656,,,
746,1731854841,Sun Nov 17 09:47:20 2024,2,40.44027606,,-79.94225886,,285.5513,"[-4.012295755159078, -5.806736655112221]",15.78850724,"[0.13612383043853699, 4.588211926183699]",4.590230754,,,
747,1731854841,Sun Nov 17 09:47:20 2024,2,40.44027112,,-79.9422637,,285.264,"[-4.089831858720416, -5.197118866484569]",14.79370343,"[-0.6081403000673079, 0.2713444244792332]",0.665929742,,,
748,1731854841,Sun Nov 17 09:47:20 2024,2,40.4402665,,-79.94226865,,285.1829,"[-4.202560901473202, -5.165000514187204]",14.89516347,"[-1.9113820461851145, 0.20732166677696695]",1.922592937,,,
749,1731854841,Sun Nov 17 09:47:21 2024,2,40.4402619,,-79.94227373,,285.2252,"[-4.256335630257069, -5.156924918746409]",14.95743739,"[-2.1544338631551394, 3.8758470118698085]",4.434385564,,,
750,1731854841,Sun Nov 17 09:47:21 2024,2,40.44025741,,-79.94227891,,285.1299,"[-4.370172508269115, -4.979617473348829]",14.82043924,"[-121.71320009955305, 86.1872694359986]",149.1386888,,,
751,1731854841,Sun Nov 17 09:47:21 2024,1,40.44025428,,-79.94228657,,284.6527,"[-4.5335611460577745, -5.016517883907493]",15.12516618,"[132.46896434515162, -112.4034369354681]",173.7312843,,,
752,1731854841,Sun Nov 17 09:47:21 2024,2,40.4402481,,-79.94228949,,284.8287,"[-4.7493940718916905, -5.025624171491155]",15.46783295,"[-0.06161940226306756, 2.2531226967992604]",2.253965137,,,
753,1731854841,Sun Nov 17 09:47:21 2024,2,40.44024365,,-79.94229517,,284.7765,"[-4.777659914127091, -5.046590948696984]",15.54535565,"[0.04368717085619036, -0.8105989362680791]",0.8117753411,,,
754,1731854842,Sun Nov 17 09:47:21 2024,2,40.44023915,,-79.94230088,,284.5798,"[-4.780450999912601, -5.015349029238646]",15.49898646,"[-0.3340120751750096, 2.130921144245722]",2.156939728,,,
755,1731854842,Sun Nov 17 09:47:21 2024,2,40.44023476,,-79.94230661,,284.3956,"[-4.83642359771286, -4.882826145506488]",15.3736239,"[-3.767312222389373, 1.6598793228382134]",4.116775528,,,
756,1731854842,Sun Nov 17 09:47:21 2024,2,40.44023048,,-79.94231254,,284.2065,"[-5.058640977854472, -4.744001046953981]",15.51333977,"[-1.3732343376912781, 3.0560819008967273]",3.350434171,,,
757,1731854842,Sun Nov 17 09:47:21 2024,2,40.44022635,,-79.94231861,,284.0065,"[-5.080672333857519, -4.612719341642848]",15.35040364,"[12.536347667801685, 2.811655287098902]",12.84777873,,,
758,1731854842,Sun Nov 17 09:47:21 2024,2,40.44022238,,-79.9423246,,283.8292,"[-5.552938339483773, -4.308015386867533]",15.72139895,"[-7.710254596755663, 13.550292165955678]",15.59033174,,,
759,1731854842,Sun Nov 17 09:47:22 2024,2,40.440219,,-79.94233144,,283.6945,"[-5.774740280980751, -3.512130411674907]",15.11921947,"[-0.5739784601767706, 18.317778134093295]",18.32676859,,,
760,1731854842,Sun Nov 17 09:47:22 2024,2,40.44021615,,-79.9423383,,283.4965,"[-5.757190373972962, -3.5979031938197354]",15.18649712,"[6.137305810252991, -16.119887685382928]",17.24868985,,,
761,1731854842,Sun Nov 17 09:47:22 2024,2,40.44021277,,-79.942345,,283.3624,"[-5.7097231053698145, -3.4679513409154894]",14.94360721,"[-1.4959803173354789, 0.35348211883907243]",1.537174915,,,
762,1731854842,Sun Nov 17 09:47:22 2024,2,40.44020971,,-79.94235185,,283.2206,"[-5.807549293164214, -3.4670711835144856]",15.13005889,"[-1.8327016241585372, -0.9411628196943019]",2.060238505,,,
763,1731854842,Sun Nov 17 09:47:22 2024,2,40.44020665,,-79.94235883,,283.0866,"[-5.93564308415626, -3.434796278889463]",15.34050267,"[-5.310086026004348, 12.472802041797028]",13.55609842,,,
764,1731854843,Sun Nov 17 09:47:22 2024,2,40.44020389,,-79.94236608,,282.9604,"[-6.204765640228803, -3.1626268973476592]",15.57866946,"[-0.36112166705531923, -3.6703868874287613]",3.688109104,,,
765,1731854843,Sun Nov 17 09:47:22 2024,2,40.44020106,,-79.94237377,,282.8406,"[-7.020512467163185, -3.1461935418339126]",17.20931276,"[-5.199124961429381, 11.526375647660966]",12.64469201,,,
766,1731854843,Sun Nov 17 09:47:22 2024,2,40.44019888,,-79.94238229,,282.6199,"[-7.284594158861205, -1.8162824600991316]",16.79404102,"[-4.5225405052675525, 0.6069109561080195]",4.563081583,,,
767,1731854843,Sun Nov 17 09:47:22 2024,2,40.44019734,,-79.94239093,,282.236,"[-7.149661799359787, -1.7596117500960928]",16.47057927,"[4.041989215881978, -0.07102240123611472]",4.04261314,,,
768,1731854843,Sun Nov 17 09:47:22 2024,2,40.44019584,,-79.9423993,,281.9316,"[-7.120978194357368, -1.7504067240715946]",16.40335486,"[-0.8236206197086973, 4.333670609559603]",4.411241535,,,
769,1731854843,Sun Nov 17 09:47:23 2024,2,40.44019438,,-79.94240773,,281.6884,"[-7.102292958068223, -1.8411897294193358]",16.4125482,"[0.5579413184257911, -1.3518122033246414]",1.46242769,,,
770,1731854843,Sun Nov 17 09:47:23 2024,2,40.44019276,,-79.94241611,,281.5264,"[-7.095778958294525, -1.8835666087600833]",16.42250829,"[-0.26133864377263893, -0.7560030869234955]",0.79989909,,,
771,1731854843,Sun Nov 17 09:47:23 2024,4,40.44019113,,-79.94242453,,281.3995,"[-7.141100665119013, -1.8694317501111113]",16.51248121,"[-4.280182127593339, 6.5175542448319606]",7.797337519,,,
772,1731854843,Sun Nov 17 09:47:23 2024,4,40.44018972,,-79.94243311,,281.27,"[-7.293103389535802, -1.560628734538722]",16.68354185,"[-1.1429372825952877, 0.9954467832002472]",1.51565825,,,
773,1731854843,Sun Nov 17 09:47:23 2024,2,40.44018842,,-79.94244183,,281.1302,"[-7.491595262068034, -1.509922746216417]",17.09520676,"[-7.496636689705903, 0.008054026522974711]",7.496641016,,,
774,1731854844,Sun Nov 17 09:47:23 2024,2,40.4401872,,-79.94245105,,280.961,"[-8.036956835917422, -1.3206096401575773]",18.21924774,"[-1.9308878913855723, 10.781354472734952]",10.95289607,,,
775,1731854844,Sun Nov 17 09:47:23 2024,2,40.44018642,,-79.94246062,,280.7828,"[-8.160414979363871, -0.7969921919759958]",18.34117958,"[4.037411192570162, 0.5221886945741797]",4.071040429,,,
776,1731854844,Sun Nov 17 09:47:23 2024,2,40.44018584,,-79.94247035,,280.6259,"[-8.59913674360811, -0.6531395025952127]",19.2911244,"[-5.138087351172057, 2.7961541381867834]",5.849651237,,,
777,1731854844,Sun Nov 17 09:47:23 2024,2,40.44018541,,-79.94248065,,280.4051,"[-8.737045087270241, -0.5726157112067201]",19.58614021,"[-0.5840063772375811, 14.297236715766099]",14.30915934,,,
778,1731854844,Sun Nov 17 09:47:23 2024,2,40.44018516,,-79.942491,,280.1732,"[-8.83057803585052, -0.7375579785142203]",19.82221936,"[-181.4626499251029, -124.66248541220185]",220.1577357,,,
779,1731854844,Sun Nov 17 09:47:24 2024,2,40.44018119,,-79.94250517,,279.913,"[-9.165951963444703, -5.937169439865176]",24.42921093,"[0.25171108673365816, -58.62064120463738]",58.62118161,,,
780,1731854844,Sun Nov 17 09:47:24 2024,2,40.44017532,,-79.94251606,,279.6314,"[-9.13907799937652, -5.0902783185682985]",23.40071142,"[0.28354011837918786, 9.683325598985157]",9.687475918,,,
781,1731854844,Sun Nov 17 09:47:24 2024,2,40.44017131,,-79.94252689,,279.3736,"[-9.149491550560866, -3.957266102844665]",22.29913869,"[-5.215777313538586, -0.0434323733738089]",5.215958144,,,
782,1731854844,Sun Nov 17 09:47:24 2024,2,40.44016797,,-79.94253802,,279.0768,"[-9.6255354307572, -3.551400714673872]",22.95050325,"[-1.7530638353340142, -1.0651489105002812]",2.051286185,,,
783,1731854844,Sun Nov 17 09:47:24 2024,2,40.44016506,,-79.94254952,,278.7455,"[-9.79226668142715, -2.897873675822081]",22.84372346,"[0.41064120140816185, 4.575738062815654]",4.594127231,,,
784,1731854845,Sun Nov 17 09:47:24 2024,2,40.44016263,,-79.94256112,,278.5247,"[-9.85101032430077, -2.875083614386318]",22.95542265,"[-0.21732853749233194, 0.9200221215745782]",0.9453424762,,,
785,1731854845,Sun Nov 17 09:47:24 2024,2,40.44016012,,-79.94257278,,278.2945,"[-9.849133287005376, -2.999415815232744]",23.03087447,"[0.028127491092768346, -6.328174978015171]",6.328237488,,,
786,1731854845,Sun Nov 17 09:47:24 2024,2,40.44015741,,-79.94258443,,278.0768,"[-9.846661509409397, -3.0775143325189718]",23.0770971,"[0.33962565106426906, 5.001247332608572]",5.01276575,,,
787,1731854845,Sun Nov 17 09:47:24 2024,2,40.4401548,,-79.94259607,,277.829,"[-9.828185202508827, -3.1376334369628656]",23.0781954,"[1.2458924319858702, -3.95703006893973]",4.148534069,,,
788,1731854845,Sun Nov 17 09:47:24 2024,2,40.44015194,,-79.94260763,,277.6225,"[-9.725016161359461, -3.386545589349885]",23.03551362,"[3.1557014988168346, -2.781446543588335]",4.20653026,,,
